id,cf1,cf2,cf3,cf4,cf5,cf6,cf7,cf8,cf9,cf10
664,3.25,3.91,19.85,8.39,39.9,0.72,10.04,5.67,5.31,8.35
665,5.64,3.81,16.74,10.94,46.69,0.71,11.33,5.93,5.53,7.41
666,5.04,3.69,20.98,8.73,42.27,0.8,8.16,5.46,6.49,8.35
667,5.27,3.9,20.24,9.35,42.81,0.62,10.84,5.69,6.03,7.89
668,6.36,4.32,16.57,9.98,53.23,0.59,9.8,7.52,6.5,7.79
669,4.07,3.28,23.46,10.25,54.06,0.88,11.09,5.96,6.89,7.2
670,5.21,4.48,16.21,9.69,63.32,0.63,8.67,7.76,5.72,7.93
671,6.55,4.02,17.91,9.85,48.07,0.86,7.92,7.02,6.49,8.07
672,6.98,4.46,21.39,9.13,46.0,0.89,8.01,3.83,6.98,9.39
673,3.44,4.52,20.37,8.35,66.24,0.71,7.87,7.59,6.49,7.18
674,5.09,3.61,19.21,7.78,56.79,0.72,9.84,7.36,8.02,7.24
675,4.64,4.74,18.98,8.14,73.89,0.74,10.2,6.53,7.4,9.42
676,5.75,3.87,20.77,10.9,71.49,0.71,11.06,7.41,7.16,9.7
677,6.09,3.73,21.06,9.53,59.64,0.56,9.37,7.36,7.06,7.42
678,5.89,3.63,18.68,7.79,69.67,0.75,10.57,9.18,5.6,8.75
679,5.91,3.44,17.67,7.99,70.91,0.85,8.91,8.55,6.16,7.21
680,3.99,3.4,17.93,7.48,78.44,0.47,7.97,8.15,6.61,8.21
681,7.33,3.85,21.61,8.42,70.52,0.61,8.76,6.69,9.2,8.58
682,5.14,2.91,17.49,7.68,70.56,0.4,10.09,9.26,6.84,6.26
683,3.03,3.3,18.69,7.61,70.73,0.56,10.32,7.58,6.49,7.97
684,3.22,2.76,18.2,5.88,92.33,0.46,10.87,8.07,7.35,7.15
685,2.93,3.33,19.51,5.28,101.45,0.52,9.87,8.7,7.73,6.6
686,2.96,3.35,13.2,5.63,78.69,0.61,9.34,8.99,5.57,6.89
687,2.29,2.24,13.21,6.34,76.6,0.45,10.34,10.01,4.89,7.62
688,3.44,3.42,14.79,5.33,88.61,0.47,10.23,8.53,6.03,7.32
689,2.79,2.46,12.49,7.26,109.95,0.53,9.31,11.6,5.27,6.27
690,2.7,1.66,13.49,5.14,88.09,0.35,9.8,8.31,4.9,7.79
691,3.38,2.62,13.59,4.16,76.14,0.31,8.67,10.31,4.82,6.32
692,3.18,2.56,18.77,5.94,89.2,0.47,10.77,8.05,4.78,5.73
693,3.69,2.19,11.56,4.09,95.77,0.3,9.8,9.04,4.89,8.17
694,3.26,1.62,12.72,3.88,94.56,0.31,10.29,7.21,5.64,5.6
695,0.37,1.92,17.1,2.49,91.54,0.37,8.98,7.93,3.69,5.31
696,1.67,1.01,10.4,4.06,90.3,0.37,9.88,8.09,4.18,6.45
697,2.11,2.31,9.52,5.63,77.76,0.11,9.03,9.36,3.84,5.15
698,0.31,1.23,13.75,2.22,80.33,0.18,8.87,8.88,3.88,5.15
699,0.97,1.45,5.78,3.9,91.06,0.16,8.82,9.06,3.22,3.92
700,2.23,0.83,6.12,1.92,86.35,0.34,8.78,9.4,5.43,5.42
701,2.74,2.86,14.76,5.93,34.67,0.4,9.87,6.54,3.61,8.18
702,1.23,3.04,15.02,4.75,22.92,0.67,10.74,6.22,3.42,7.21
703,2.04,2.99,14.67,5.89,22.55,0.65,10.67,7.5,5.27,6.9
704,2.97,2.22,14.05,5.74,11.7,0.74,8.38,8.21,5.24,7.28
705,5.17,2.53,15.04,6.86,22.55,0.81,9.49,5.84,4.04,7.24
706,4.55,2.51,20.54,8.3,38.99,0.7,10.32,8.01,5.51,6.3
707,1.03,3.19,17.1,5.92,24.16,0.87,8.55,4.8,3.35,7.81
708,6.07,2.62,13.56,7.75,34.13,0.85,11.0,7.42,3.68,7.62
709,4.26,3.77,19.33,7.77,31.17,0.75,13.03,5.76,3.04,9.05
710,5.79,3.54,19.0,6.93,26.35,0.94,9.55,8.18,3.56,7.24
711,4.31,3.95,16.79,7.96,26.92,0.57,10.83,8.79,4.6,7.83
712,5.37,3.11,16.8,7.53,23.14,0.87,10.06,7.65,4.69,8.94
713,4.29,3.98,22.89,8.51,61.49,0.46,9.54,7.51,5.5,8.94
714,4.37,4.15,20.1,8.57,22.06,0.69,11.25,7.22,5.49,8.13
715,6.98,4.28,19.82,8.26,44.6,0.6,8.13,5.66,4.72,8.74
716,3.95,3.99,17.54,6.74,40.47,0.79,7.71,6.3,5.72,5.03
717,6.44,3.78,18.27,8.52,74.81,0.63,10.26,5.77,6.77,7.28
718,5.5,4.45,18.38,7.28,46.41,0.64,7.31,4.92,6.7,8.23
719,7.47,4.44,16.09,7.49,34.68,0.74,9.05,7.94,4.04,8.18
720,5.22,5.72,20.26,10.33,41.0,0.7,9.27,4.96,6.6,8.18
721,5.56,3.56,23.74,8.65,62.55,0.79,8.78,5.76,5.88,7.97
722,6.48,4.74,22.03,6.57,36.76,0.61,7.28,7.9,4.11,6.62
723,5.31,4.07,19.48,6.3,35.0,1.0,10.82,8.22,4.9,9.91
724,6.8,4.61,19.44,8.28,43.53,0.86,9.95,5.91,5.18,9.55
725,4.51,4.58,19.43,7.36,65.94,0.71,8.83,7.54,6.65,8.77
726,7.37,4.59,21.42,8.01,59.92,0.7,11.06,7.82,7.28,9.11
727,3.45,3.84,16.79,8.35,53.05,0.7,8.34,8.79,6.27,9.36
728,4.06,2.92,15.38,7.67,56.51,0.63,9.41,8.34,6.59,8.44
729,5.62,3.0,17.4,7.86,93.25,0.63,11.4,7.71,6.85,8.0
730,4.48,2.95,16.51,6.88,51.65,0.58,10.71,8.18,7.65,9.86
731,4.77,3.31,13.55,6.91,68.13,0.66,10.34,11.04,7.37,7.08
732,3.41,3.3,15.68,7.3,53.86,0.62,11.3,7.06,7.58,7.87
733,3.44,3.69,17.98,7.25,75.09,0.57,10.83,7.51,5.05,8.12
734,2.96,2.75,16.27,6.42,85.22,0.46,9.63,8.22,4.64,8.74
735,4.69,2.99,20.17,5.54,86.16,0.56,11.97,8.69,5.21,7.77
736,3.58,3.26,16.03,6.63,89.44,0.48,11.99,9.34,5.99,5.43
737,3.94,2.49,16.19,6.91,96.73,0.43,10.47,8.49,4.98,7.7
738,5.67,2.44,14.94,5.3,86.66,0.46,9.31,8.38,4.92,7.37
739,2.69,2.4,18.23,7.07,83.89,0.3,9.11,5.98,5.63,5.51
740,1.89,3.25,17.89,5.66,84.39,0.25,9.41,9.39,5.2,6.7
741,2.3,1.81,12.54,4.37,104.1,0.44,10.05,8.62,5.11,9.23
742,1.01,2.58,14.08,4.7,113.18,0.26,10.49,8.74,5.56,8.11
743,2.82,1.73,13.08,5.92,89.23,0.26,8.88,9.78,7.02,6.5
744,3.6,1.2,12.49,5.16,105.46,0.29,9.57,8.59,4.35,6.18
745,1.23,2.32,14.51,2.71,78.49,0.28,10.92,7.49,2.8,4.89
746,2.07,0.77,12.79,3.95,75.45,0.05,9.36,9.68,4.71,7.05
747,2.6,1.15,9.9,2.28,87.99,0.22,8.92,9.54,2.63,5.32
748,1.54,1.91,6.85,3.11,69.45,0.29,10.88,6.88,4.7,4.62
749,1.85,0.69,7.98,4.4,86.44,0.18,10.85,7.68,4.73,4.31
750,1.46,2.72,12.6,1.27,65.98,0.29,8.35,7.33,3.02,4.15
751,2.42,2.27,16.14,6.17,14.67,0.57,10.04,8.4,3.95,4.74
752,2.01,2.25,13.11,5.95,0.0,0.63,9.21,7.37,2.7,5.76
753,2.7,2.7,19.05,6.64,36.49,0.83,10.59,6.83,2.15,7.58
754,4.03,2.37,16.14,4.58,13.19,0.75,8.71,7.43,4.26,7.48
755,5.32,2.86,19.96,8.26,25.38,0.6,10.04,7.33,2.4,7.62
756,2.47,2.95,18.95,6.94,12.34,0.67,12.15,7.42,4.17,6.13
757,2.6,3.32,15.48,5.28,26.08,0.9,11.29,9.41,3.73,7.86
758,2.15,3.61,19.11,7.36,20.37,0.89,9.39,7.1,4.79,8.75
759,3.88,3.41,18.78,7.08,32.98,1.14,10.95,7.91,4.29,8.54
760,6.75,3.32,16.09,8.93,39.34,0.91,9.2,6.24,4.21,7.5
761,5.71,4.07,19.89,6.25,36.44,0.73,8.43,7.36,4.18,6.85
762,5.31,3.57,20.12,8.01,45.88,0.74,10.34,5.26,4.33,7.93
763,4.67,3.72,21.79,6.72,30.66,0.6,8.51,4.89,5.32,9.46
764,5.05,3.91,20.31,6.37,48.92,0.62,7.41,5.13,6.34,9.01
765,5.07,3.48,22.01,9.4,22.85,0.65,10.7,7.91,5.49,9.59
766,3.92,3.86,21.28,8.17,28.13,0.62,10.54,6.56,7.78,7.21
767,7.09,3.56,18.93,8.35,35.96,0.49,8.75,5.77,3.32,7.22
768,6.05,4.19,20.56,8.94,43.99,0.57,9.58,6.46,6.32,6.34
769,6.58,4.32,18.37,8.73,64.1,0.64,10.66,6.35,6.53,9.51
770,6.22,4.81,23.47,9.23,36.68,0.63,7.77,6.47,7.67,9.35
771,5.51,4.98,21.41,10.14,72.51,0.7,8.35,7.59,6.26,6.84
772,7.45,4.56,21.83,6.92,70.4,0.73,9.89,6.07,5.21,9.02
773,6.12,4.72,21.3,7.84,77.41,0.77,9.61,7.04,8.74,10.86
774,5.13,4.45,21.71,8.37,47.89,0.84,9.14,6.68,6.3,9.32
775,6.13,5.17,20.99,10.9,65.75,0.71,9.75,6.96,6.61,8.88
776,5.74,4.54,19.52,8.74,58.31,0.6,10.0,8.2,7.8,9.61
777,6.57,4.41,15.46,6.96,68.5,0.62,9.98,6.37,6.86,8.8
778,5.9,4.59,20.19,6.02,74.84,0.64,10.65,8.17,5.33,6.82
779,4.86,4.4,21.21,6.49,80.35,0.63,8.88,6.55,6.15,9.02
780,6.02,3.2,15.82,7.5,66.87,0.54,10.34,8.57,6.18,8.66
781,4.1,3.74,17.67,6.96,84.68,0.53,9.31,6.51,7.13,9.04
782,3.57,3.22,19.33,6.27,87.89,0.52,10.56,7.75,6.57,8.45
783,2.3,2.7,15.97,5.79,93.75,0.39,9.17,8.55,6.32,8.65
784,2.64,3.01,16.1,6.34,108.97,0.49,9.05,7.86,5.36,5.55
785,4.15,2.9,17.24,5.25,80.73,0.49,11.65,7.65,4.88,8.96
786,4.27,2.94,16.62,4.78,100.12,0.38,9.31,7.56,7.01,6.63
787,2.03,3.58,17.82,5.31,87.67,0.2,9.48,8.59,7.16,6.93
788,2.1,2.93,16.71,5.07,89.74,0.41,10.03,8.33,6.74,7.52
789,2.56,2.5,15.69,6.17,90.48,0.19,11.26,7.45,5.96,7.43
790,3.3,2.86,13.21,5.68,103.48,0.37,9.57,9.84,5.19,7.53
791,1.68,2.05,14.83,4.38,102.06,0.37,9.14,7.51,5.14,5.75
792,4.38,1.64,16.75,4.26,90.9,0.19,10.2,10.43,6.08,6.91
793,1.39,1.18,16.19,4.45,98.47,0.38,10.86,7.75,5.02,6.28
794,3.04,2.47,11.65,4.45,109.5,0.25,9.57,9.44,5.43,7.15
795,4.04,2.46,11.39,3.52,92.58,0.17,9.66,7.7,2.19,5.16
796,2.17,1.89,10.82,5.53,86.2,0.41,7.08,8.37,3.77,5.69
797,2.58,1.65,7.91,3.01,109.57,0.44,9.73,10.91,5.34,4.65
798,3.24,1.49,9.05,3.46,86.98,0.28,9.75,7.98,4.17,4.82
799,0.37,0.5,8.94,2.08,86.7,0.1,9.38,8.47,4.03,6.4
800,2.46,1.47,11.07,4.07,78.38,0.21,9.19,8.05,3.82,4.27
801,2.88,1.78,14.4,5.52,26.98,0.72,9.32,5.43,3.62,7.13
802,4.6,2.21,16.31,4.97,39.28,0.67,8.33,6.09,5.2,5.88
803,3.22,2.64,14.91,5.28,3.18,0.42,10.87,7.79,4.26,7.96
804,1.89,2.18,17.31,6.73,22.28,0.58,6.9,6.01,2.68,6.45
805,2.58,2.41,17.95,5.49,24.52,0.76,11.58,7.99,4.39,6.9
806,3.34,2.56,14.73,5.19,21.5,0.75,11.02,8.15,3.45,5.05
807,4.58,2.76,17.32,5.76,13.12,0.82,9.75,5.62,3.95,7.27
808,2.99,3.35,17.3,6.97,34.47,0.85,12.24,8.43,3.33,7.02
809,4.97,3.18,18.26,8.09,35.52,0.76,10.07,6.21,6.39,6.75
810,5.62,3.25,16.96,7.62,32.31,0.83,10.81,5.83,4.79,6.72
811,3.98,4.84,15.72,6.54,53.08,0.89,10.56,7.29,5.32,6.62
812,4.27,3.88,21.58,8.14,39.74,0.81,10.92,5.08,6.28,6.81
813,2.91,3.84,20.47,9.03,37.96,0.81,10.15,7.06,3.86,7.19
814,5.32,4.22,21.1,8.45,35.56,0.55,11.67,7.31,4.77,6.5
815,4.65,3.28,20.12,7.64,19.68,0.71,7.3,6.7,5.8,7.99
816,5.2,5.04,20.26,9.01,40.47,0.61,9.82,4.76,6.32,7.4
817,5.83,4.25,22.47,8.92,68.65,0.59,8.18,6.08,6.98,7.93
818,6.79,4.97,21.63,8.31,58.66,0.73,8.74,6.19,7.36,8.39
819,7.32,4.3,17.24,9.39,55.5,0.66,10.21,5.65,6.28,7.42
820,5.7,4.81,18.95,9.15,67.4,0.73,8.36,5.72,4.89,8.2
821,6.67,4.44,21.95,7.91,41.48,0.71,8.58,6.36,4.93,8.76
822,5.79,4.15,21.11,8.5,57.46,0.73,8.9,6.26,6.94,8.92
823,8.3,5.64,21.49,10.09,64.42,0.59,9.96,6.88,5.57,10.01
824,6.41,3.28,22.21,7.88,52.79,0.69,8.67,6.78,7.33,9.63
825,7.19,4.0,21.42,8.79,52.99,0.56,9.65,5.86,5.98,8.01
826,6.07,3.73,19.41,7.26,53.82,0.63,9.73,6.56,6.14,7.74
827,5.51,2.76,17.45,9.28,80.31,0.66,11.32,7.56,7.26,9.07
828,5.34,3.8,16.44,8.69,84.38,0.6,10.79,8.78,6.26,8.35
829,6.09,4.05,20.35,5.61,53.9,0.69,8.28,7.35,5.47,9.3
830,5.88,3.56,18.85,7.66,73.99,0.5,9.83,9.11,5.93,8.91
831,3.55,3.13,15.59,6.47,85.89,0.59,10.04,10.66,8.2,8.41
832,6.57,4.31,21.85,6.38,72.45,0.31,9.62,6.87,6.05,7.88
833,4.49,3.44,18.97,6.13,87.18,0.53,10.29,7.46,6.81,7.11
834,5.67,2.6,16.08,5.68,87.03,0.48,10.07,8.53,7.3,8.92
835,3.99,2.99,21.01,7.53,81.42,0.25,8.22,6.34,4.48,11.37
836,5.53,2.17,17.72,6.27,90.68,0.41,8.21,8.2,6.11,9.06
837,1.72,2.84,15.28,5.72,95.46,0.37,10.92,8.5,5.78,6.96
838,5.54,2.91,17.18,5.91,112.61,0.42,9.01,9.21,5.63,6.43
839,3.78,2.98,15.56,5.69,113.7,0.54,11.24,8.11,5.33,7.78
840,2.7,2.57,13.74,5.94,96.93,0.53,9.65,7.3,5.24,6.61
841,1.39,2.02,14.38,3.24,93.19,0.44,9.03,10.44,4.31,6.21
842,2.49,1.54,14.68,3.17,110.09,0.32,11.26,8.74,4.47,7.53
843,2.68,2.53,12.96,5.35,94.31,0.28,10.19,8.55,6.75,7.41
844,1.3,2.27,14.4,4.17,94.99,0.24,8.58,8.01,6.4,5.82
845,1.43,2.17,8.2,1.96,98.71,0.24,9.65,9.23,5.01,4.35
846,1.14,1.35,8.34,3.72,85.2,0.28,10.54,6.95,3.72,6.68
847,1.78,2.26,8.72,5.45,95.44,0.29,7.63,9.17,5.96,6.17
848,1.62,1.79,9.56,3.19,91.45,0.36,10.79,6.36,3.92,4.99
849,1.71,0.41,7.59,2.23,82.89,0.25,9.01,7.81,4.81,4.53
850,0.0,1.04,7.3,2.55,77.19,0.16,8.57,5.76,3.66,6.35
851,4.36,2.97,20.11,4.88,33.56,0.51,8.31,7.43,3.0,6.57
852,4.33,3.18,15.87,4.82,6.55,0.66,9.87,8.06,1.83,7.07
853,2.34,2.03,14.27,5.93,24.38,0.69,11.24,10.01,2.63,6.77
854,3.41,1.88,16.38,6.74,18.07,0.69,10.5,6.72,3.27,7.26
855,4.09,2.69,16.0,6.34,23.07,0.69,10.27,7.91,1.44,8.06
856,1.5,3.33,14.51,6.94,24.52,0.79,9.8,7.39,3.06,5.41
857,4.26,3.1,17.94,5.79,39.17,0.72,9.6,6.47,3.69,6.76
858,5.02,4.37,17.64,7.49,36.6,0.59,9.61,7.42,4.85,7.79
859,3.87,3.33,18.97,8.63,24.62,0.71,7.96,6.86,4.31,7.11
860,5.03,4.46,17.81,5.49,67.26,0.74,9.79,5.59,4.8,6.9
861,5.48,3.25,18.21,7.63,43.17,0.67,10.18,6.95,3.97,4.26
862,4.41,4.02,18.2,8.06,44.69,0.75,9.46,8.76,5.43,7.12
863,4.45,3.51,17.89,7.78,54.56,0.54,9.23,7.28,6.98,8.84
864,5.58,4.59,19.48,8.38,33.16,0.56,9.73,8.32,3.77,6.63
865,4.6,3.77,20.21,6.09,39.6,0.69,11.78,8.03,5.33,6.18
866,7.9,4.07,19.72,7.95,66.61,0.64,11.33,6.54,5.78,7.51
867,5.38,3.98,20.4,8.89,32.86,0.62,8.97,7.11,5.01,8.18
868,8.97,4.7,20.86,8.07,49.75,0.62,9.9,6.95,6.25,7.95
869,7.3,3.95,22.21,9.21,59.69,0.8,8.57,4.67,6.46,8.09
870,8.28,4.35,20.89,9.46,42.16,0.68,9.31,4.3,6.68,8.69
871,5.85,4.45,16.11,8.29,41.71,0.84,10.92,7.63,4.33,7.15
872,6.66,4.29,21.44,8.54,56.92,0.73,9.03,6.44,3.35,6.36
873,5.85,4.71,17.27,7.74,61.71,0.74,11.04,4.54,4.79,9.6
874,8.47,3.44,20.36,7.58,65.64,0.71,9.95,5.91,5.87,7.93
875,6.82,3.87,21.61,7.87,50.75,0.67,8.95,7.18,7.16,9.31
876,6.43,4.45,22.1,8.24,56.05,0.72,7.95,8.46,5.44,8.52
877,6.93,4.67,16.64,8.29,69.38,0.58,10.11,7.25,7.76,9.94
878,6.96,5.31,20.68,6.82,87.52,0.59,9.86,8.07,8.83,8.33
879,5.45,3.23,16.16,6.36,83.82,0.55,9.01,7.14,7.3,9.82
880,2.66,3.68,18.26,5.98,72.94,0.48,11.13,8.63,6.91,10.11
881,5.24,3.68,19.77,7.45,93.22,0.59,10.2,8.65,8.68,8.25
882,5.22,3.2,19.02,6.23,76.84,0.62,10.18,6.94,7.33,8.49
883,6.71,2.69,20.32,7.21,106.92,0.44,11.14,10.17,6.19,8.48
884,4.08,2.33,16.6,7.52,87.76,0.61,10.94,7.46,7.2,8.28
885,2.24,3.23,20.05,7.12,88.08,0.57,10.31,9.58,6.69,8.57
886,5.22,3.02,14.58,6.18,97.29,0.4,8.13,8.38,7.08,9.41
887,3.08,3.16,18.28,5.27,105.85,0.41,9.51,9.58,6.02,7.69
888,4.81,3.14,17.38,4.95,86.5,0.54,9.29,8.85,5.17,7.94
889,2.71,2.93,13.2,6.9,96.05,0.52,10.16,8.36,3.82,8.08
890,3.22,2.27,15.03,4.18,77.43,0.34,7.7,9.03,5.36,6.23
891,1.91,1.75,15.28,4.59,96.77,0.37,9.16,10.17,5.23,7.96
892,1.01,2.26,16.1,4.68,99.44,0.38,8.6,7.69,3.52,7.0
893,0.92,1.56,15.24,4.27,81.96,0.37,10.72,7.96,5.73,5.37
894,1.23,1.81,14.51,4.66,104.13,0.4,10.1,7.95,5.91,5.57
895,2.36,2.65,13.94,3.58,90.07,0.21,9.4,8.73,4.77,6.79
896,2.87,2.32,9.88,3.1,78.88,0.25,7.21,8.09,5.09,6.5
897,2.83,0.99,11.25,4.12,99.63,0.3,8.87,5.43,4.71,6.59
898,2.5,1.82,12.68,1.37,76.9,0.21,9.82,6.58,3.27,6.51
899,1.07,1.88,12.59,3.39,88.55,0.11,10.49,6.86,5.08,6.01
900,1.28,1.47,8.12,2.62,89.12,0.25,8.89,8.48,2.96,6.57
901,2.42,2.28,13.3,3.42,22.5,0.56,8.75,5.96,4.13,7.32
902,2.95,3.05,16.91,3.7,42.16,0.66,11.0,8.8,3.3,6.89
903,4.72,2.0,16.42,4.27,40.23,0.7,10.5,9.06,1.82,5.23
904,1.65,3.4,14.4,5.62,32.57,0.65,10.19,6.53,4.53,8.6
905,3.55,2.69,16.07,3.92,16.03,0.61,11.5,7.54,2.51,7.33
906,5.3,3.01,19.23,6.0,30.14,0.53,11.3,7.77,4.87,6.54
907,3.97,3.13,15.18,6.11,37.71,0.57,9.35,6.8,2.23,7.26
908,4.31,2.46,19.57,7.21,22.66,0.79,9.79,5.27,4.16,6.39
909,3.01,3.35,19.5,8.22,41.72,0.88,10.21,4.8,3.0,7.53
910,6.17,3.58,16.64,6.71,50.09,0.76,8.64,7.48,3.06,8.08
911,4.57,3.09,18.62,7.32,38.16,0.76,9.11,5.72,3.11,7.2
912,5.79,3.31,17.74,7.08,45.1,0.72,10.58,8.35,6.18,8.53
913,4.22,3.77,20.36,7.38,44.56,0.48,10.09,5.73,4.45,7.14
914,6.43,3.3,16.86,7.53,33.13,0.49,9.35,6.22,4.59,5.64
915,5.71,4.67,16.76,5.33,33.98,0.58,9.07,7.09,4.52,8.12
916,7.82,4.65,19.15,8.89,49.94,0.68,8.64,5.62,3.97,7.79
917,7.39,4.5,17.75,5.98,41.38,0.51,9.57,6.91,3.8,8.71
918,5.32,5.63,17.8,7.7,41.68,0.61,10.63,5.83,5.52,6.11
919,8.61,3.99,19.95,8.09,73.16,0.68,9.26,5.39,7.17,8.19
920,5.57,4.83,19.64,8.32,47.15,0.61,8.22,6.26,4.25,8.66
921,7.17,5.02,24.16,8.85,66.72,0.48,10.81,7.63,7.37,7.44
922,7.03,3.65,19.66,7.64,51.69,0.53,11.16,7.34,5.74,10.53
923,7.85,3.31,19.04,7.57,72.7,0.65,10.53,6.65,7.02,9.85
924,6.78,4.52,24.39,9.01,52.55,0.46,8.32,9.58,7.81,6.61
925,4.7,5.24,19.79,6.87,69.73,0.7,7.69,7.12,6.48,9.34
926,6.17,4.01,20.85,8.69,89.67,0.66,10.73,6.55,6.04,9.68
927,5.4,4.4,19.22,7.32,69.43,0.54,11.07,7.5,5.65,9.89
928,4.16,4.16,17.08,7.4,54.81,0.72,10.46,8.43,6.38,8.0
929,2.74,4.28,21.37,7.02,78.74,0.69,12.18,7.45,6.51,9.48
930,4.46,4.37,19.6,6.57,72.16,0.59,9.28,6.54,7.02,9.43
931,5.86,2.55,19.14,6.7,77.77,0.65,10.74,6.41,8.37,7.51
932,6.27,2.55,19.33,7.27,78.89,0.53,9.18,6.52,7.51,8.62
933,3.44,3.84,16.68,5.3,80.54,0.53,10.9,7.14,6.19,9.28
934,5.49,3.94,18.86,5.65,74.06,0.2,10.96,8.46,6.0,7.51
935,4.47,2.7,14.72,5.93,102.43,0.36,9.77,9.09,6.95,7.7
936,2.76,2.67,15.23,5.73,77.77,0.24,7.91,7.06,5.9,7.66
937,2.85,2.74,15.21,4.84,91.09,0.52,10.51,9.28,8.17,9.92
938,4.51,2.64,16.85,4.91,99.08,0.51,10.57,9.55,6.11,8.78
939,3.29,2.67,16.23,5.36,95.22,0.35,10.85,6.57,6.08,8.12
940,3.75,1.13,16.22,5.28,77.61,0.33,10.58,6.54,5.95,7.21
941,2.57,2.28,16.06,4.06,105.25,0.19,10.03,8.63,5.72,7.38
942,2.79,1.68,16.0,3.45,88.33,0.5,9.27,7.0,5.49,6.15
943,1.82,2.69,15.0,3.6,87.87,0.22,9.98,7.69,6.76,6.59
944,2.74,2.39,13.84,4.5,94.06,0.32,8.67,8.14,4.11,6.92
945,3.68,2.41,10.34,6.02,87.36,0.43,8.57,9.5,4.62,6.46
946,0.49,2.49,12.72,2.46,82.84,0.27,8.97,8.27,5.61,5.72
947,2.39,1.42,11.15,3.23,75.71,0.4,9.53,7.25,2.57,6.22
948,2.0,1.68,8.57,4.28,82.05,0.17,10.59,9.88,5.88,4.34
949,0.81,1.07,12.47,1.82,50.89,0.35,10.22,6.79,5.57,5.96
950,1.66,1.76,10.24,3.04,70.01,0.11,10.54,6.45,4.78,3.92
951,3.59,1.89,16.33,2.99,13.29,0.51,11.06,5.53,2.1,5.54
952,3.28,1.75,16.33,5.09,35.23,0.7,11.29,6.94,3.2,5.76
953,1.24,2.43,17.24,4.66,9.29,0.56,10.84,8.19,3.13,6.78
954,2.22,2.16,16.95,5.25,43.68,0.77,8.49,6.84,4.51,9.05
955,4.78,2.61,15.15,5.54,27.45,0.52,7.83,8.09,3.5,5.71
956,4.75,2.57,15.77,5.63,36.86,0.59,9.58,8.06,5.95,7.05
957,4.96,3.92,17.32,5.57,47.73,0.64,9.58,7.4,3.18,6.44
958,4.81,3.18,15.78,5.71,27.76,0.62,7.79,7.92,3.47,5.6
959,4.69,3.09,18.18,6.51,46.13,0.66,10.38,7.23,5.62,5.56
960,4.19,2.8,18.86,6.47,58.52,0.71,9.26,8.61,3.47,7.48
961,6.14,3.51,17.93,7.04,57.71,0.66,11.32,6.61,5.63,6.29
962,7.22,3.86,17.25,7.81,36.32,0.65,9.33,8.16,3.77,6.83
963,6.0,3.79,17.21,6.54,38.42,0.61,10.83,6.21,4.78,5.21
964,6.19,4.06,17.71,6.03,55.96,0.67,8.76,6.06,4.37,5.69
965,6.74,4.9,17.02,8.01,51.24,0.56,9.58,6.2,5.54,7.27
966,6.83,4.63,18.26,7.66,54.45,0.69,11.97,6.93,4.23,7.45
967,6.64,4.63,18.3,7.78,53.06,0.54,10.1,5.57,4.61,9.35
968,5.88,4.25,18.63,7.41,63.74,0.84,8.51,7.4,5.97,8.56
969,7.15,4.32,20.78,7.78,70.73,0.66,9.76,5.69,5.57,8.37
970,7.72,4.37,18.02,9.28,51.28,0.67,9.26,6.08,5.32,9.24
971,8.51,5.09,19.64,8.69,75.62,0.74,8.29,7.57,6.49,7.38
972,8.31,4.54,21.21,6.24,70.32,0.25,10.8,5.94,5.29,8.75
973,8.88,4.91,23.53,7.98,59.05,0.69,10.14,7.07,6.77,7.26
974,8.93,4.61,20.87,7.59,52.54,0.52,9.37,6.52,5.73,8.26
975,8.74,4.03,19.8,7.4,63.77,0.48,11.58,6.3,5.61,8.81
976,7.48,4.42,21.38,6.3,44.73,0.72,9.7,8.22,7.27,8.21
977,7.03,5.23,20.45,8.28,74.49,0.42,9.59,7.28,8.81,8.71
978,6.64,4.0,16.98,9.41,84.93,0.69,11.04,8.31,4.92,6.52
979,5.48,3.52,21.51,9.21,49.2,0.57,9.79,8.68,6.86,8.41
980,4.17,3.92,16.18,6.79,66.12,0.43,10.35,7.28,7.02,9.66
981,3.99,4.4,22.87,6.29,89.1,0.63,11.1,7.17,7.3,9.79
982,4.62,3.86,21.04,6.18,74.04,0.47,9.21,7.3,9.43,9.24
983,3.96,2.38,17.39,7.61,66.77,0.42,10.17,6.41,5.91,10.43
984,3.09,3.09,18.38,4.02,70.87,0.5,11.2,7.27,7.35,8.14
985,5.56,3.47,16.73,7.44,77.75,0.34,11.32,7.33,5.6,8.98
986,3.68,2.56,19.42,6.55,80.9,0.52,9.74,4.98,6.72,5.99
987,3.01,2.49,15.31,4.47,76.87,0.55,9.07,9.11,7.44,5.74
988,3.21,2.34,16.44,5.0,81.81,0.51,9.55,9.62,7.29,7.91
989,2.82,1.9,16.75,3.86,109.15,0.47,9.62,7.18,5.4,6.58
990,0.78,2.56,15.21,4.12,82.94,0.4,9.56,6.78,6.57,7.85
991,3.01,2.25,12.7,5.9,100.63,0.39,11.55,9.2,6.05,6.81
992,1.19,2.69,12.8,4.01,93.82,0.26,9.67,8.33,5.8,8.42
993,2.46,2.06,10.97,1.34,88.22,0.38,10.06,9.62,6.49,7.79
994,3.6,1.66,11.99,2.43,86.49,0.36,9.48,9.48,5.16,6.4
995,2.58,1.78,14.4,1.85,105.72,0.32,8.7,6.27,6.26,6.38
